Datetime,GHI_ALL_SKY,GHI_CLEAR_SKY,DHI,DNI,POA_Wm2,Albedo,T2M_C,WS10M_ms,PV_P_dc_kW,PV_P_ac_kW,Grid_Available,Grid_Cap_kW,Load_kW
2022-09-01 20:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.956245399092758,1.097630503475178,0.0,0.0,1,465.5,215.44267935400705
2022-09-01 21:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.515902189374614,1.7164780234256338,0.0,0.0,1,465.5,186.10339227853137
2022-09-01 22:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.50627601458213,1.7245131848907507,0.0,0.0,1,465.5,191.6522040642477
2022-09-01 23:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.047648860181717,1.18744529069553,0.0,0.0,1,465.5,190.14817893524915
2022-09-02 00:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.06917467346549,1.2983697391810576,0.0,0.0,1,465.5,134.1720377346954
2022-09-02 01:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.59337573808776,2.1072617488937544,0.0,0.0,1,465.5,100.07058547415602
2022-09-02 02:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.372226374965454,2.421350437929944,0.0,0.0,1,465.5,87.19021979276017
2022-09-02 03:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.799935577786915,1.2525896867202235,0.0,0.0,0,0.0,99.91379527482725
2022-09-02 04:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.645496936601745,1.4799749408864113,0.0,0.0,0,0.0,144.69892124603072
2022-09-02 05:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.293168383305378,0.19887984702910091,0.0,0.0,0,0.0,158.31375030220917
2022-09-02 06:00:00,11.954727979560936,9.71910405377735,11.500399579817007,15.94828788677575,-29.754577060688668,-499.43829166666666,25.84935582200381,2.267455903620576,3.5964508799675294,3.4885573535685035,1,465.5,198.87655028946
2022-09-02 07:00:00,6.197627120897752,97.11924741503928,6.189590690413937,0.02823113230029109,-15.501667172959786,-499.43829166666666,25.481506885602823,1.33293748944019,1.8412524343945305,1.7860148613626945,1,465.5,181.74524090760627
2022-09-02 08:00:00,472.9431240748513,178.04854595405985,208.1442561990307,507.3972463065484,-1183.8786158204043,-499.43829166666666,25.655397023932622,1.6975638054997941,132.75124724600786,128.76870982862766,1,465.5,179.41935778710484
2022-09-02 09:00:00,652.9457932404958,246.99180171739425,291.48919425867496,499.2798430189825,-1636.3561285023854,-499.43829166666666,25.219176942274746,2.003738829266127,178.86247874803573,173.49660438559465,0,0.0,181.957295572295
2022-09-02 10:00:00,459.5721433146912,299.250645758888,417.18329889256853,48.32667263087227,-1149.9749980928564,-499.43829166666666,25.544745984491485,1.322729421586973,129.2732691226407,125.39507104896147,0,0.0,177.96085802970006
2022-09-02 11:00:00,395.0684960976299,331.2637242189372,381.6704126255504,13.798733034034893,-988.3262510729878,-499.43829166666666,25.274240112677298,1.588898285683149,112.23938401968607,108.8722024990955,0,0.0,228.41869581974177
2022-09-02 12:00:00,846.4716770129638,340.8493987046024,446.16656232819565,400.681250208341,-2122.254599756074,-499.43829166666666,25.316830709196203,1.4719820168561173,226.2815245865781,219.49307884898073,0,0.0,213.34111692602474
2022-09-02 13:00:00,553.7350833589044,327.3544213407616,479.2542982043546,77.62407687567715,-1385.929930203823,-499.43829166666666,25.311259965445625,2.3614070154493385,154.04804882630162,149.42660736151257,1,465.5,274.5412588982974
2022-09-02 14:00:00,72.00375364931874,291.698452533256,71.64259853992596,0.4224059737556939,-180.10274638697072,-499.43829166666666,25.53855356082845,1.6134089346504288,21.22420876305846,20.587482500166708,1,465.5,321.51554363169225
2022-09-02 15:00:00,84.83053390280959,236.31138763204308,84.21175234121483,0.8933530552640829,-212.1867602077232,-499.43829166666666,25.699010944434747,2.007322024569256,24.948409549882857,24.19995726338637,1,465.5,255.43942110148038
2022-09-02 16:00:00,53.46475089869307,164.96776357868748,53.112660953873,0.7281568658561679,-133.72899517432222,-499.43829166666666,25.46158097922838,2.3029743845224635,15.80154582588302,15.32749945110653,1,465.5,221.31317268851507
2022-09-02 17:00:00,29.943799643120613,82.52953045151241,29.72303879389982,0.9126055279329099,-74.8926399068468,-499.43829166666666,24.844147799123053,2.2920112008103057,8.895882765829612,8.629006282854723,0,0.0,209.44367774471564
2022-09-02 18:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.313341729936596,1.4508309839437747,0.0,0.0,0,0.0,189.04558391678708
2022-09-02 19:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.656548543851013,0.8008683185078879,0.0,0.0,0,0.0,186.7860632072387
2022-09-02 20:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.243726800718715,1.6220337337832793,0.0,0.0,0,0.0,159.30920479589972
2022-09-02 21:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.476672895499487,1.174029342219419,0.0,0.0,0,0.0,163.37141885665244
2022-09-02 22:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.437153584213608,1.287252971728281,0.0,0.0,0,0.0,169.7879320174262
2022-09-02 23:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.290476509505524,1.661520075251214,0.0,0.0,1,465.5,185.42613371021858
2022-09-03 00:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.04342205927603,2.014092286400258,0.0,0.0,1,465.5,166.1338684025957
2022-09-03 01:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.208967119081954,1.5465276169175037,0.0,0.0,1,465.5,132.85572594481155
2022-09-03 02:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.008657354643038,3.0048496593319927,0.0,0.0,1,465.5,110.58050154313968
2022-09-03 03:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.40319325800222,1.6275831835386816,0.0,0.0,1,465.5,109.67852301719964
2022-09-03 04:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.138692957799528,2.8650298079365486,0.0,0.0,0,0.0,145.98903269735177
2022-09-03 05:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.14275329042292,1.4053826256854531,0.0,0.0,0,0.0,169.75986425043865
2022-09-03 06:00:00,4.578096492158679,13.777243844627089,4.54307711446641,0.873527945328194,-12.97775078750882,-499.43829166666666,25.316613762054637,2.0091511593800746,1.3600897367888583,1.3192870446851925,0,0.0,203.869821752208
2022-09-03 07:00:00,183.9780555354945,101.65393575753336,134.8872022540991,165.96140659816714,-523.3948788724668,-499.43829166666666,24.624603262528392,2.6823352589289513,52.891122412564684,51.30438874018775,0,0.0,195.09689336933693
2022-09-03 08:00:00,59.292156314600504,182.53671938960048,58.84880792623866,0.8346907816265179,-168.02584757744216,-499.43829166666666,24.72466039892778,2.8785782253961116,17.51673724261592,16.991235125337443,1,465.5,199.17237905555206
2022-09-03 09:00:00,180.68797470350393,250.91356670142275,177.69270977518795,4.1024360654149605,-512.0944982085646,-499.43829166666666,25.201631915885198,1.5570223448035945,52.5084968403904,50.933241935178685,1,465.5,178.467311286861
2022-09-03 10:00:00,103.61805840959116,302.12470854678213,102.7999976873053,0.9305292322464803,-293.63784788265696,-499.43829166666666,25.116381195142644,2.271732001958367,30.409370384969872,29.497089273420777,1,465.5,178.68397583654317
2022-09-03 11:00:00,218.35462603881788,332.68019023933147,215.055501282662,3.408023035352759,-618.8310878305186,-499.43829166666666,25.505631000211256,3.2509704562469364,63.10430495074692,61.21117580222451,1,465.5,214.530962975871
2022-09-03 12:00:00,577.8075537042445,340.49770619704384,453.8596575634557,125.09953431808704,-1641.0490643044595,-499.43829166666666,25.34673836844703,2.5337847734839727,158.17232157639378,153.42715192910197,1,465.5,212.02133846339385
2022-09-03 13:00:00,729.7509354078185,325.0445056264574,362.54445721022586,388.2381680539561,-2079.0867863572566,-499.43829166666666,25.3820715372248,2.1618342839099816,194.17918052953013,188.35380511364426,1,465.5,302.44604298459706
2022-09-03 14:00:00,322.7048820912882,287.3736986088362,308.746296007357,16.692644167720303,-914.8552483746688,-499.43829166666666,25.275632188770576,3.29194314125559,91.84013013664605,89.08492623254665,1,465.5,314.8525029911475
2022-09-03 15:00:00,25.103999063084142,230.05248838847896,25.040938220373054,0.09420274520783883,-71.13683579438629,-499.43829166666666,25.50555026888577,2.135665160159659,7.435884841504133,7.212808296259008,1,465.5,272.5879727654936
2022-09-03 16:00:00,331.28249682151915,156.9872207141244,190.03275809019485,309.21038849312765,-943.852065073204,-499.43829166666666,25.42781545981875,3.606950202034473,93.02682433724488,90.23601960712753,1,465.5,245.00811439814098
2022-09-03 17:00:00,199.2608071172872,73.15717283171583,49.65850955620415,702.7681548103903,-571.9287298212352,-499.43829166666666,25.34440175590949,1.5407027708871848,55.68925677664253,54.01857907334326,1,465.5,207.04365146848184
2022-09-03 18:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.990985383832793,2.434109710918317,0.0,0.0,1,465.5,200.1767389543089
2022-09-03 19:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.514475757239914,2.2688745118389693,0.0,0.0,1,465.5,212.53891097780823
2022-09-03 20:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.951821233305722,1.973972125669456,0.0,0.0,1,465.5,191.0428211428411
2022-09-03 21:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.696137926309166,1.4247462413727596,0.0,0.0,1,465.5,193.97025025918
2022-09-03 22:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.81959541376232,2.7959033908665636,0.0,0.0,0,0.0,214.52982708426742
2022-09-03 23:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.540476874033143,2.761650373029711,0.0,0.0,1,465.5,186.490121126372
2022-09-04 00:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.277129347827948,2.2815889198322075,0.0,0.0,1,465.5,160.9576680698521
2022-09-04 01:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.392502954439085,1.432768387355822,0.0,0.0,1,465.5,125.74481887522401
2022-09-04 02:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.473930100362626,0.631528637421958,0.0,0.0,1,465.5,109.41740779823161
2022-09-04 03:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.74932112412416,1.6170175788300116,0.0,0.0,1,465.5,116.04701601101587
2022-09-04 04:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.570324485033705,1.7712822828508117,0.0,0.0,1,465.5,157.15556331054788
2022-09-04 05:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.115970752742605,2.0083448675642708,0.0,0.0,1,465.5,198.9053257491509
2022-09-04 06:00:00,46.604100338789436,13.484296514858066,7.689676555900258,991.203039786875,-142.40236554292105,-499.43829166666666,24.96659313591809,1.6205123959736716,12.428120197419817,12.055276591497222,0,0.0,218.81433572240297
2022-09-04 07:00:00,162.8776844791768,101.34954743019628,129.5997584287247,112.7754980331522,-481.91728447529977,-499.43829166666666,25.65956944163978,1.9815416701822213,46.982332591321274,45.572862613581634,0,0.0,196.18081937354046
2022-09-04 08:00:00,351.11051566700297,182.25823226349064,221.74114207216988,243.79491145329786,-1040.381662136759,-499.43829166666666,25.537024490393495,2.015729393238719,98.45449484864724,95.50086000318785,0,0.0,192.8428924788654
2022-09-04 09:00:00,95.2300564986815,250.69655785127617,94.36293110782864,1.1879929061374817,-281.0198073818587,-499.43829166666666,25.782814082987095,1.8489046119557095,27.93900017528912,27.100830170030445,0,0.0,170.67655941848088
2022-09-04 10:00:00,258.5100271117401,302.00056540442506,253.02275075234724,6.240643765160086,-762.9466119939761,-499.43829166666666,25.24062536316838,1.4202101233082103,74.2524280196083,72.02485517902005,0,0.0,177.74616368015384
2022-09-04 11:00:00,491.6135414380814,332.6739715920724,417.53226069185814,76.48389103036328,-1452.8454763457814,-499.43829166666666,25.12569394446965,1.9856688790575474,136.3390946483306,132.24892180888065,0,0.0,221.90953196936832
2022-09-04 12:00:00,241.94686424307056,340.62643447272967,237.82737059725392,4.1538021216846195,-714.0299187046407,-499.43829166666666,25.172328605314053,1.0611818414369438,69.66641614651817,67.57642366212262,0,0.0,213.28434443700596
2022-09-04 13:00:00,798.1544944717319,325.31600684314685,260.7947511236286,567.3355659719649,-2371.511246085225,-499.43829166666666,25.55486654222691,2.0166223462349855,208.51026733809735,202.2549593179545,0,0.0,325.5674964847057
2022-09-04 14:00:00,293.0417846208152,287.7860690446017,282.8415227193337,12.173679697982692,-864.9861151505711,-499.43829166666666,25.210891895460783,1.9883183130598971,83.74764916612183,81.23521969113818,0,0.0,394.99693963537453
2022-09-04 15:00:00,284.89147601628144,230.5942243169106,263.60073387345955,31.711931147501538,-841.3066943889496,-499.43829166666666,25.54010753955603,2.0758388639081895,81.3239077354269,78.88419050336408,1,465.5,294.8049593176251
2022-09-04 16:00:00,178.36004045584548,157.6380023642733,169.02427245244144,20.340866204994654,-526.6073422742331,-499.43829166666666,25.469336363999766,1.4411307707534422,51.69842808593255,50.14747524335457,0,0.0,263.9735436123761
2022-09-04 17:00:00,186.99702644033306,73.88924914690509,53.807076537643965,619.1138467484792,-557.6998907171584,-499.43829166666666,25.581069876051494,0.8530444878736284,52.54915847124118,50.97268371710394,0,0.0,254.55142669219657
2022-09-04 18:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.707686225481826,2.3107685968488925,0.0,0.0,1,465.5,249.0463567316422
2022-09-04 19:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.753257410352603,3.1349821497674766,0.0,0.0,0,0.0,208.47488392661955
2022-09-04 20:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.3952639587697,1.4758966307066168,0.0,0.0,0,0.0,207.91106054148014
2022-09-04 21:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.894487174832072,2.5361804340028855,0.0,0.0,0,0.0,166.3616061253119
2022-09-04 22:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.447728485368202,0.9126308945360896,0.0,0.0,0,0.0,179.0178724189166
2022-09-04 23:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.503962736917547,2.2841074840984623,0.0,0.0,0,0.0,165.46701090545227
2022-09-05 00:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.24401326505528,1.9546387097221625,0.0,0.0,0,0.0,133.36582103118758
2022-09-05 01:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.360463683968604,0.9847381457497643,0.0,0.0,0,0.0,104.66314109811167
2022-09-05 02:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.174277814723716,1.33122522634147,0.0,0.0,0,0.0,95.46141832981472
2022-09-05 03:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.137719936773152,0.9245190158364375,0.0,0.0,0,0.0,96.64618666043361
2022-09-05 04:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,23.974758759076643,1.1101826241422115,0.0,0.0,1,465.5,131.30727972520017
2022-09-05 05:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,23.8,2.191381853996504,0.0,0.0,1,465.5,155.49643738551902
2022-09-05 06:00:00,2.178106834688085,13.185886274530343,2.1698303548598745,0.2154602701663372,-6.168314524020815,-499.43829166666666,24.08283155157194,0.8731903851208549,0.6475603610793275,0.6281335502469476,1,465.5,199.27316097238148
2022-09-05 07:00:00,87.77382345353348,101.03554036207822,85.98930061041894,6.062877702885241,-248.60238387812848,-499.43829166666666,24.324293306676836,1.762608117148506,25.80115706097795,25.02712234914861,1,465.5,187.50472470965948
2022-09-05 08:00:00,522.3289374160582,181.9666241717247,103.92125495951676,789.2939552668021,-1491.6237271770733,-499.43829166666666,24.515927155397932,1.8428119179435438,141.60028196366892,137.3522735047588,1,465.5,181.05656084136336
2022-09-05 09:00:00,369.79026131325,250.4638180867823,322.27202591367114,65.12476554775985,-1048.4733842412304,-499.43829166666666,24.098640777209585,1.3680824496823725,104.48633559290407,101.35174552511694,1,465.5,199.40628154473802
2022-09-05 10:00:00,1093.854299485345,301.8591515389044,180.48595941508188,1038.6577633402103,-3123.150578899347,-499.43829166666666,24.2750693363401,1.7249295697996745,274.060053673136,265.83825206294193,0,0.0,176.03363470796162
2022-09-05 11:00:00,1112.6496239988642,332.65011748813384,183.5871879598126,958.7118263285516,-3176.570902639221,-499.43829166666666,24.203960167391312,1.6109502663602133,278.21232485545005,269.86595510978657,0,0.0,199.89599724285227
2022-09-05 12:00:00,508.72093181888886,340.7383624895074,440.5021669587197,68.72483169297361,-1442.406450606839,-499.43829166666666,24.224571607620845,1.406943328911572,141.18675774255428,136.95115501027766,0,0.0,211.08010045973114
2022-09-05 13:00:00,191.00193219839184,325.5726860126384,188.4242807595634,2.7177349046365693,-540.9167971283989,-499.43829166666666,24.148736587598595,2.0259584996240414,55.40716111730279,53.744946283783705,0,0.0,244.36285058001673
2022-09-05 14:00:00,124.47602112780555,288.1866038469601,123.23923604835812,1.4731647317807213,-352.5036628920993,-499.43829166666666,23.982090336596006,2.120583113967546,36.460612447662385,35.36679407423251,0,0.0,330.4289342137573
2022-09-05 15:00:00,333.3038850058014,231.1279157086416,294.1917238498324,58.08851521247015,-944.926980465084,-499.43829166666666,24.53009853332676,1.0402786922838352,94.53061346941412,91.69469506533169,1,465.5,275.5138617555517
2022-09-05 16:00:00,145.54911320688555,158.28507690036858,142.26309171706123,7.126253915404343,-412.2407231405907,-499.43829166666666,24.252856493648128,1.959145775517306,42.47243950277742,41.1982663176941,1,465.5,257.9871582730322
2022-09-05 17:00:00,125.37461191488305,74.62220650844216,99.4638524750286,119.19085100509702,-355.96779131894414,-499.43829166666666,24.34549695128231,1.027349941477607,36.43907285984713,35.34590067405172,1,465.5,206.13108383295844
2022-09-05 18:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,23.8,1.2822870366227108,0.0,0.0,1,465.5,184.80244115037675
2022-09-05 19:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.71451186665806,1.0394067502645612,0.0,0.0,1,465.5,183.69496884895486
2022-09-05 20:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.286167547586036,2.0981350979902476,0.0,0.0,1,465.5,177.3035373631393
2022-09-05 21:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.003637188860598,1.3757823285311854,0.0,0.0,1,465.5,162.95972289329978
2022-09-05 22:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.286832828313276,1.7796346480878305,0.0,0.0,1,465.5,171.2627529452491
2022-09-05 23:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.358567799233967,2.3339614400654862,0.0,0.0,1,465.5,156.9978840002277
2022-09-06 00:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.970712663971586,1.6753931092284038,0.0,0.0,1,465.5,157.52622653523125
2022-09-06 01:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.34851117556295,1.910348941390637,0.0,0.0,1,465.5,117.10281087657343
2022-09-06 02:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.45286128057096,1.1186582699418823,0.0,0.0,1,465.5,91.9377003536293
2022-09-06 03:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.916510120262934,2.394112748390102,0.0,0.0,1,465.5,118.77038572864289
2022-09-06 04:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.157788916935964,0.42965466515251455,0.0,0.0,1,465.5,145.66267895937725
2022-09-06 05:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.722670242015802,1.8856106055310773,0.0,0.0,0,0.0,197.32388976993195
2022-09-06 06:00:00,23.897999589761177,10.03695450883335,4.97929062850684,643.4195048327227,-73.63409372357816,-499.43829166666666,24.881959907199278,0.5650472027343393,8.8238339658567,8.559118946881,1,465.5,218.75815639942653
2022-09-06 07:00:00,0.37675822350658716,97.49890702854432,0.3767182931859259,0.00013980018053028352,-1.2719725951503065,-499.43829166666666,25.04150012074082,1.2445894883675523,0.11195405413819152,0.10859543251404577,1,465.5,199.89307284969786
2022-09-06 08:00:00,304.9154879163177,178.44793385313574,187.5791353277545,224.45316916261515,-1030.317565364787,-499.43829166666666,25.053008857862274,1.4073382947173227,86.2924596044187,83.70368581628613,1,465.5,198.5250667250901
2022-09-06 09:00:00,662.4626909005104,247.36749257910395,109.30634399858424,763.3258229458946,-2244.2396982528044,-499.43829166666666,25.16767123519178,2.024159810771151,175.3168726906934,170.05736650997258,1,465.5,192.73911235615586
2022-09-06 10:00:00,571.4284505699874,299.5608291742297,274.8481086478497,337.95744580587234,-1934.17202330198,-499.43829166666666,25.396828060962058,1.5259305745473688,153.78136401216815,149.16792309180312,1,465.5,204.83066981401225
2022-09-06 11:00:00,29.657156220465957,331.4710540031227,29.58437983790781,0.07494618608140771,-100.12680881191837,-499.43829166666666,24.929208911916696,0.8793962799470454,8.778986944415903,8.515617336083427,1,465.5,234.94164361458155
2022-09-06 12:00:00,358.30811062524765,340.92353797783323,334.3091738036973,24.029221312672945,-1210.1253439752495,-499.43829166666666,24.637160729373715,1.4548248556133954,100.69977564101434,97.67878237178391,1,465.5,265.2617212193736
2022-09-06 13:00:00,612.7970879718623,327.2741099364532,309.4105327092856,316.438532753887,-2074.297483390462,-499.43829166666666,25.077047376536942,1.6568089089590696,164.00586724767695,159.08569123024662,1,465.5,317.12523520497984
2022-09-06 14:00:00,499.74003281922126,291.45295584325635,305.4769504599959,227.52362206072638,-1690.3562500684243,-499.43829166666666,24.24654718746804,1.4177307386055278,136.82938754927804,132.7245059227997,1,465.5,347.6969060694942
2022-09-06 15:00:00,246.0441791625537,235.90122815243825,230.0674562138709,23.11863476524707,-830.8792035485272,-499.43829166666666,24.835070815271568,1.2918209177532005,70.40685815419351,68.29465240956772,1,465.5,306.12933480811745
2022-09-06 16:00:00,61.56313202570581,164.40468530255703,60.930859534610626,1.312788544712588,-207.8468121332113,-499.43829166666666,25.03535948218436,1.1043806103603677,18.132191082652508,17.58822535017293,1,465.5,281.7047271757851
2022-09-06 17:00:00,15.145780930672593,81.8356985352089,15.06890018054442,0.3206856303072093,-51.13218369395327,-499.43829166666666,24.786514076776992,2.3157776369529244,4.5000862779308735,4.3650836895929475,1,465.5,253.80896489260408
2022-09-06 18:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.10649399737398,1.1707033090562362,0.0,0.0,1,465.5,224.384210891453
2022-09-06 19:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.892625924843177,1.1832888639574226,0.0,0.0,1,465.5,204.66520508643939
2022-09-06 20:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.80499259784029,1.7235700034756463,0.0,0.0,1,465.5,192.68530234105828
2022-09-06 21:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,24.999037753750137,2.042967609672017,0.0,0.0,0,0.0,187.9958916823501
2022-09-06 22:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.159974585439045,1.9177332511054712,0.0,0.0,0,0.0,170.0008948216233
2022-09-06 23:00:00,0.0,0.0,0.0,0.0,0.0,-499.43829166666666,25.48477815457262,2.2776283363122327,0.0,0.0,1,465.5,174.95364180937304
